674,2
51,3
353,2
286,1
54,1
7,3
265,0
88,0
560,0
536,0
502,4
179,3
576,2
674,4
904,0
514,2
857,4
907,4
639,1
491,4
350,4
544,4
63,4
16,1
942,0
913,3
501,1
878,4
698,3
345,4
647,0
356,0
413,2
786,3
525,2
95,2
531,4
134,3
209,0
488,2
768,1
718,0
729,1
869,1
37,3
512,1
867,2
674,2
117,4
46,0
773,4
515,2
313,4
735,3
613,4
422,4
433,4
191,3
662,1
759,4
646,2
179,1
551,2
558,3
836,2
54,4
619,1
291,4
925,1
650,4
528,4
321,0
411,0
366,2
621,1
538,3
704,2
41,2
687,2
942,4
62,1
492,2
85,0
164,0
205,3
837,2
423,2
188,4
907,3
50,2
221,0
782,0
160,3
26,4
257,3
376,2
695,2
838,1
544,1
405,2
3,4
514,3
111,1
369,2
772,3
715,3
48,3
104,0
494,4
743,4
497,0
36,2
73,1
3,1
533,0
398,4
492,0
19,2
122,0
690,0
654,2
489,0
604,2
862,4
371,1
39,1
392,1
52,0
256,3
542,1
818,2
463,0
577,3
925,1
334,4
849,2
407,4
254,0
497,4
110,2
621,0
665,0
428,4
739,4
558,2
16,0
703,4
939,3
427,1
397,2
844,3
62,3
752,3
864,0
871,2
806,2
451,4
45,1
596,0
932,2
331,4
473,3
600,0
514,2
98,3
801,0
97,3
5,2
178,3
252,0
106,1
260,4
917,2
11,3
638,0
436,1
49,3
31,3
837,2
800,2
78,1
568,1
261,3
674,2
102,1
855,0
747,4
844,3
645,3
506,4
554,3
573,0
311,3
366,3
725,0
167,2
124,4
303,4
852,3
348,4
279,2
289,4
696,4
2,0
800,4
386,4
347,3
645,0
939,2
514,2
868,4
817,0
362,2
143,1
611,2
657,2
454,1
272,1
652,3
165,1
305,2
337,1
28,0
699,2
195,4
916,3
731,2
118,1
630,4
371,2
632,1
762,1
273,3
794,3
798,2
779,0
312,3
896,3
865,0
543,0
91,4
718,0
448,4
179,3
72,4
274,2
734,0
439,0
439,1
540,0
737,4
441,2
919,4
379,3
886,0
18,0
622,0
315,1
892,1
683,4
42,2
255,4
89,0
467,0
121,4
567,1
687,0
131,0
144,0
115,0
626,0
505,0
293,2
152,3
38,3
18,1
912,4
191,2
98,3
274,1
606,1
222,0
912,3
365,4
141,0
931,0
134,0
700,2
904,4
774,3
249,4
329,0
44,1
45,4
517,2
827,2
213,3
317,4
415,1
648,0
672,4
892,2
217,3
627,3
579,0
118,4
654,4
656,4
528,1
726,1
833,1
775,3
445,4
554,3
875,4
178,1
825,4
280,0
5,1
905,3
54,1
64,0
643,4
205,3
886,1
201,2
890,3
835,4
399,1
192,0
837,3
797,2
42,2
834,2
410,2
265,2
201,4
234,0
467,4
703,4
535,1
852,0
763,2
443,1
423,4
33,2
149,3
202,2
55,3
234,3
704,2
315,1
819,1
38,4
743,4
674,3
422,3
89,4
889,0
636,4
21,0
307,3
649,3
390,0
920,3
834,1
194,1
560,2
659,3
31,1
267,2
20,2
556,0
209,2
436,1
200,0
15,4
664,3
108,0
371,4
175,4
651,0
11,3
665,2
712,1
171,2
79,1
844,4
855,4
507,2
936,0
60,4
2,3
279,2
414,0
115,3
88,0
599,1
804,0
30,4
736,3
193,1
775,0
536,1
244,1
636,4
154,2
921,4
734,1
59,0
12,0
761,4
824,3
30,2
741,3
274,4
43,3
84,2
73,3
97,2
52,0
218,0
222,2
158,4
590,2
757,1
593,4
70,4
911,1
187,2
757,4
817,3
526,3
663,1
623,4
722,1
322,1
704,0
8,4
18,2
164,1
398,2
34,4
125,0
20,4
756,0
60,1
579,0
5,3
79,3
73,4
624,4
231,4
484,2
744,3
725,4
18,0
9,4
582,1
292,3
648,2
534,3
877,2
783,4
467,2
600,3
380,3
120,3
608,3
247,3
904,2
692,4
47,0
250,0
297,3
419,0
908,1
199,2
459,2
661,4
423,3
670,3
377,3
11,0
568,0
592,3
329,1
841,0
679,3
169,3
737,2
292,0
430,3
44,0
331,2
476,2
370,4
198,1
584,0
879,4
48,0
890,2
601,4
30,1
27,1
42,4
899,1
338,2
362,2
680,3
789,0
782,1
355,1
113,2
273,1
485,2
654,4
390,4
670,0
392,1
15,2
340,0
408,0
580,1
289,1
836,2
658,3
3,3
453,2
158,0
778,3
281,2
750,4
585,2
734,0
26,2
257,3
591,0
8,4
842,1
446,3
282,3
286,0
912,2
550,2
939,2
64,2
18,2
811,0
816,1
357,1
610,0
917,0
554,1
27,0
201,0
192,2
842,4
801,0
218,4
372,2
222,0
535,1
275,3
11,2
139,3
853,3
110,0
855,2
639,3
600,2
693,4
728,4
328,3
608,3
262,3
769,0
483,0
102,0
283,1
71,1
430,3
907,1
600,4
44,0
586,1
856,3
266,3
68,2
773,4
139,1
821,2
249,1
703,1
494,1
8,0
352,1
748,2
450,4
192,4
222,4
380,0
70,1
41,0
257,0
913,0
860,4
815,1
756,0
417,1
820,0
476,3
201,0
1,4
793,3
869,0
799,1
431,0
583,2
482,1
844,2
930,2
516,0
325,2
707,4
15,4
386,0
356,2
545,0
523,2
49,1
627,4
17,0
50,0
683,4
668,2
595,3
430,0
634,3
858,0
270,4
282,2
758,4
786,0
737,4
754,1
481,3
865,3
355,2
837,3
790,3
682,2
471,2
683,2
274,1
866,1
900,0
206,4
73,3
456,2
648,1
29,1
5,1
27,2
188,2
175,1
899,4
92,1
843,0
107,3
31,3
511,3
117,0
16,3
603,4
930,4
17,0
473,2
457,4
498,2
691,1
831,0
265,4
359,3
19,4
1,3
285,1
682,1
544,4
488,3
571,0
235,4
37,1
808,3
828,4
739,0
1,0
667,1
342,2
528,0
679,3
534,0
700,2
262,0
181,4
488,0
213,4
681,4
209,1
459,2
260,2
681,3
621,4
253,2
